ID,Adoption Date,Species
FLRN-FD-23-1965,9/16/23,Dog
FRKN-FC-23-1843,9/17/23,Cat
FLRN-MD-23-1810,9/17/23,Dog
FLRN-FD-23-1852,9/17/23,Dog
FLRN-MD-23-1972,9/17/23,Dog
FRKN-FC-23-1936,9/17/23,Cat
FLRN-FD-23-1944,9/17/23,Dog
FRKN-MC-23-1938,9/17/23,Cat
PVAS-FD-23-1776,9/17/23,Dog
FLRN-MD-23-1877,9/17/23,Dog
FLRN-FD-23-1959,9/17/23,Dog
HERT-FC-23-2022,9/17/23,Cat
HERT-MC-23-2021,9/17/23,Cat
FLRN-FD-23-1918,9/17/23,Dog
WACS-FD-23-2014,9/17/23,Dog
FLRN-MD-23-1163,9/17/23,Dog
FLRN-MC-23-1407,9/17/23,Cat
HERT-FC-23-2027,9/17/23,Cat
HERT-MC-23-1615,9/17/23,Cat
HERT-MC-23-2034,9/17/23,Cat
PRCO-MC-22-2512,9/17/23,Cat
FRKN-FC-23-1941,9/17/23,Cat
FLRN-FD-23-1643,9/17/23,Dog
PVAS-FD-23-1778,9/17/23,Dog
FLRN-FD-23-1870,9/17/23,Dog
HERT-FC-23-2031,9/17/23,Cat
PRCO-MC-23-1367,9/17/23,Cat
FLRN-FD-23-0918,9/17/23,Dog
FRKN-MD-23-0237,9/17/23,Dog
PVAS-MD-23-1784,9/17/23,Dog
PVAS-MD-23-1787,9/17/23,Dog
FLRN-FD-23-1553,9/17/23,Dog
WACS-FD-23-2016,9/17/23,Dog
WACS-FD-23-2017,9/17/23,Dog
FRKN-FC-23-1942,9/17/23,Cat
HAHS-MD-23-1916,9/17/23,Dog
FLRN-MD-23-1955,9/17/23,Dog
WACS-FD-23-2018,9/17/23,Dog
FLRN-FD-23-1540,9/17/23,Dog
FRKN-FC-23-1933,9/18/23,Cat
FRKN-FC-23-1932,9/18/23,Cat
FRKN-MC-23-1958,9/18/23,Cat
PVAS-FD-23-1786,9/18/23,Dog
OWNR-FC-23-0369,9/20/23,Cat
HERT-FC-23-2019,9/21/23,Cat
FLRN-FC-20-1021,9/21/23,Cat
FLRN-FD-23-2049,9/22/23,Dog
FLRN-FC-23-2035,9/22/23,Cat
PVAS-FD-23-1985,9/22/23,Dog
FLRN-MD-23-2048,9/22/23,Dog
FLRN-MD-23-2042,9/22/23,Dog
HERT-FC-23-2010,9/22/23,Cat
HERT-MC-23-2009,9/22/23,Cat
FLRN-MD-23-2043,9/22/23,Dog
FLRN-FC-23-2038,9/22/23,Cat
FLRN-FD-23-2044,9/22/23,Dog
FLRN-FD-23-2045,9/22/23,Dog
FLRN-FD-23-2046,9/22/23,Dog
FLRN-MD-23-2047,9/22/23,Dog
FLRN-MC-23-2055,9/22/23,Cat
FLRN-MD-23-1855,9/22/23,Dog
HERT-FC-23-2011,9/22/23,Cat
HERT-FC-23-2012,9/22/23,Cat
FRKN-FC-23-1858,9/23/23,Cat
FLRN-MD-23-1875,9/23/23,Dog
PVAS-MD-23-1987,9/23/23,Dog
PVAS-FD-23-1991,9/23/23,Dog
PVAS-MD-23-1993,9/23/23,Dog
PVAS-FD-23-1998,9/23/23,Dog
FLRN-FD-23-1948,9/23/23,Dog
FLRN-FD-23-1976,9/23/23,Dog
FRKN-FC-23-1878,9/24/23,Cat
FLRN-FD-23-2051,9/24/23,Dog
FRKN-FC-23-1879,9/24/23,Cat
OWNR-FD-23-1797,9/24/23,Dog
FRKN-MC-23-1937,9/24/23,Cat
FRKN-MC-23-1939,9/24/23,Cat
FRKN-MC-23-1940,9/24/23,Cat
FLRN-MC-23-1746,9/24/23,Cat
FLRN-MD-23-2072,9/24/23,Dog
PVAS-MD-23-1989,9/24/23,Dog
HERT-FC-23-1448,9/24/23,Cat
WACS-FD-23-2013,9/24/23,Dog
HERT-FC-23-2005,9/24/23,Cat
FLRN-FD-23-2041,9/24/23,Dog
FLRN-MC-23-1929,9/24/23,Cat
HERT-FC-23-2006,9/24/23,Cat
HERT-FC-23-2007,9/24/23,Cat
HERT-FC-23-2026,9/24/23,Cat
HERT-MC-23-2028,9/24/23,Cat
FLRN-FC-23-2036,9/24/23,Cat
FLRN-FC-23-2037,9/24/23,Cat
FLRN-FC-23-2039,9/24/23,Cat
PVAS-FD-23-1996,9/24/23,Dog
WACS-FD-23-2015,9/24/23,Dog
FLRN-MC-23-1845,9/24/23,Cat
PVAS-MD-23-1805,9/24/23,Dog
FLRN-MC-23-1848,9/24/23,Cat
PVAS-FD-23-1804,9/24/23,Dog
PVAS-FD-23-1997,9/24/23,Dog
FLRN-FC-23-2059,9/24/23,Cat
FLRN-FC-23-2060,9/24/23,Cat
FLRN-FD-23-1947,9/24/23,Dog
FLRN-FC-23-2061,9/24/23,Cat
FLRN-MD-23-2065,9/24/23,Dog
FLRN-FC-23-2062,9/24/23,Cat
FLRN-FC-23-2040,9/24/23,Cat
PVAS-MD-23-1790,9/24/23,Dog
FLRN-MD-23-2069,9/24/23,Dog
FLRN-MC-23-2067,9/24/23,Cat
FLRN-FC-23-2054,9/24/23,Cat
FLRN-MD-23-1951,9/24/23,Dog
FLRN-MC-23-2056,9/24/23,Cat
FLRN-MC-23-2068,9/24/23,Cat
FLRN-FD-23-1832,9/24/23,Dog
FLRN-FC-23-1594,9/24/23,Cat
FLRN-MD-23-2066,9/24/23,Dog
FLRN-FD-23-1977,9/24/23,Dog
PVAS-FD-23-2004,9/24/23,Dog
FLRN-MD-23-0784,9/25/23,Dog
FLRN-MD-23-0743,9/28/23,Dog
PVAS-MD-23-1992,9/28/23,Dog
FLRN-MC-23-1920,9/29/23,Cat
FLRN-FD-23-1979,9/29/23,Dog
PVAS-MD-23-1990,9/29/23,Dog
KUFF-MC-20-0841,9/29/23,Cat
PVAS-FD-23-1984,9/30/23,Dog
FLRN-MD-23-1964,9/30/23,Dog
FLRN-MD-23-0839,9/30/23,Dog
FLRN-MC-23-1931,9/30/23,Cat
PRCO-FD-23-2088,9/30/23,Dog
FLRN-FC-23-2057,9/30/23,Cat
PVAS-FD-23-2002,9/30/23,Dog
FLRN-MD-23-1351,10/1/23,Dog
PVAS-MD-23-1983,10/1/23,Dog
FLRN-FC-23-1739,10/1/23,Cat
FLRN-MD-23-1980,10/1/23,Dog
HAHS-MD-23-1913,10/1/23,Dog
FLRN-FD-23-1873,10/1/23,Dog
FRKN-MC-23-1886,10/1/23,Cat
FRKN-MC-23-1887,10/1/23,Cat
HSSC-FC-23-1924,10/1/23,Cat
PRCO-MD-23-2082,10/1/23,Dog
HERT-FC-23-2024,10/1/23,Cat
FRKN-MC-23-2101,10/1/23,Cat
PRCO-FD-23-2086,10/1/23,Dog
FLRN-FD-23-1971,10/1/23,Dog
FLRN-FD-23-1946,10/1/23,Dog
JPAW-FD-23-2075,10/1/23,Dog
FLRN-MC-23-2053,10/1/23,Cat
FLRN-MD-23-1512,10/1/23,Dog
FRKN-FC-23-2099,10/1/23,Cat
FRKN-FC-23-2100,10/1/23,Cat
FRKN-MC-23-2097,10/1/23,Cat
FRKN-MC-23-2098,10/1/23,Cat
PVAS-MD-23-1803,10/1/23,Dog
PVAS-FD-23-1999,10/1/23,Dog
HERT-FC-21-1585,10/1/23,Cat
PRCO-FC-23-2092,10/1/23,Cat
FLRN-FD-23-1310,10/1/23,Dog
PRCO-MC-23-2093,10/1/23,Cat
PVAS-MD-23-2001,10/1/23,Dog
ISAC-FD-23-2074,10/1/23,Dog
FLRN-FD-23-2091,10/2/23,Dog
FLRN-FD-23-2111,10/3/23,Dog
PVAS-MD-23-2000,10/4/23,Dog
FLRN-FC-22-2678,10/4/23,Cat
PRCO-MD-23-2077,10/5/23,Dog
HERT-MC-23-2032,10/5/23,Cat
FLRN-FD-23-2064,10/5/23,Dog
FLRN-FD-23-1850,10/6/23,Dog
FLRN-FD-23-2050,10/6/23,Dog
FRKN-FC-23-1884,10/6/23,Cat
FLRN-FD-23-1914,10/7/23,Dog
FLRN-FD-23-1915,10/7/23,Dog
PVAS-MD-23-1994,10/7/23,Dog
FLRN-MD-23-2112,10/7/23,Dog
FLRN-FD-23-1903,10/7/23,Dog
FLRN-MD-22-1144,10/7/23,Dog
FLRN-FD-23-2184,10/7/23,Dog
FLRN-MD-23-0874,10/7/23,Dog
PVAS-MD-23-1995,10/7/23,Dog
BERK-MD-23-2136,10/7/23,Dog
FLRN-MD-23-2118,10/7/23,Dog
FLRN-MD-23-2119,10/7/23,Dog
FLRN-FD-23-2120,10/7/23,Dog
FLRN-MD-23-2139,10/7/23,Dog
FLRN-MD-23-2121,10/7/23,Dog
FLRN-FD-23-2132,10/7/23,Dog
FLRN-FC-23-2138,10/7/23,Cat
FLRN-FC-23-2147,10/8/23,Cat
FLRN-MC-23-2149,10/8/23,Cat
FLRN-MC-23-2150,10/8/23,Cat
FRKN-FC-23-2095,10/8/23,Cat
FLRN-FC-23-2152,10/8/23,Cat
FLRN-MC-23-2153,10/8/23,Cat
PVAS-FD-23-1986,10/8/23,Dog
PVAS-MD-23-1988,10/8/23,Dog
FLRN-MC-23-2154,10/8/23,Cat
BERK-MD-23-2135,10/8/23,Dog
FLRN-FC-23-2155,10/8/23,Cat
FLRN-MD-23-2195,10/8/23,Dog
FLRN-FC-23-2168,10/8/23,Cat
FLRN-MC-23-2169,10/8/23,Cat
FLRN-MD-23-2116,10/8/23,Dog
FLRN-FC-23-2137,10/8/23,Cat
FLRN-FC-23-2186,10/8/23,Cat
JPAW-FD-23-2076,10/8/23,Dog
FLRN-MD-23-1919,10/8/23,Dog
PRCO-FD-23-2087,10/8/23,Dog
FLRN-FD-23-1097,10/8/23,Dog
FLRN-FD-23-2145,10/8/23,Dog
PRCO-MD-23-2089,10/8/23,Dog
FLRN-FC-23-2193,10/8/23,Cat
FLRN-FC-23-2194,10/8/23,Cat
FLRN-FC-23-2165,10/8/23,Cat
FLRN-MD-23-2134,10/8/23,Dog
FLRN-MC-23-2182,10/8/23,Cat
FLRN-MD-23-1956,10/8/23,Dog
FLRN-MD-23-1978,10/8/23,Dog
FRKN-FC-23-1890,10/9/23,Cat
FRKN-FC-23-1891,10/9/23,Cat
FLRN-MC-20-3250,10/11/23,Cat
PRCO-FC-23-2094,10/11/23,Cat
FLRN-FD-23-1623,10/11/23,Dog
FLRN-MC-23-2167,10/11/23,Cat
PRCO-FD-23-2085,10/12/23,Dog
FLRN-FD-23-2131,10/12/23,Dog
STMT-MD-23-2209,10/12/23,Dog
PRCO-FD-23-2078,10/14/23,Dog
FLRN-FC-23-2151,10/14/23,Cat
PRCO-FD-23-2081,10/14/23,Dog
FLRN-MD-22-1975,10/14/23,Dog
FRKN-MC-23-2214,10/14/23,Cat
FLRN-MD-23-2126,10/14/23,Dog
FLRN-FD-23-2063,10/15/23,Dog
FRKN-MC-23-1886,10/15/23,Cat
FLRN-MD-23-2201,10/15/23,Dog
FLRN-MD-23-2198,10/15/23,Dog
FLRN-FD-23-0812,10/15/23,Dog
FLRN-FC-23-2189,10/15/23,Cat
FLRN-FC-23-2190,10/15/23,Cat
HERT-MC-23-2008,10/15/23,Cat
FLRN-FC-23-2192,10/15/23,Cat
FLRN-FD-23-2115,10/15/23,Dog
FLRN-FD-22-2825,10/15/23,Dog
FRKN-MC-23-1003,10/15/23,Cat
FRKN-MC-23-1383,10/15/23,Cat
HSSC-FC-23-1926,10/15/23,Cat
FLRN-MD-23-2071,10/15/23,Dog
FRKN-FC-23-2107,10/15/23,Cat
FLRN-MD-23-2143,10/15/23,Dog
FLRN-FD-23-2125,10/15/23,Dog
FLRN-FD-23-2130,10/15/23,Dog
FLRN-FD-23-2185,10/15/23,Dog
FRKN-FC-23-1633,10/15/23,Cat
FLRN-MD-23-1831,10/15/23,Dog
FLRN-MD-23-2173,10/15/23,Dog
FLRN-MC-23-2166,10/15/23,Cat
FLRN-MD-23-1954,10/15/23,Dog
FLRN-MD-23-2175,10/15/23,Dog
FLRN-FD-22-2822,10/18/23,Dog
FLRN-FD-23-2117,10/19/23,Dog
FRKN-FC-23-0246,10/20/23,Cat
FLRN-MC-23-2156,10/20/23,Cat
FLRN-MD-23-2128,10/20/23,Dog
CHAS-FD-23-2208,10/20/23,Dog
FLRN-FD-23-2170,10/21/23,Dog
FLRN-MD-23-2200,10/21/23,Dog
FLRN-MC-23-2157,10/21/23,Cat
FLRN-MC-23-2239,10/21/23,Cat
FLRN-FC-23-2240,10/21/23,Cat
FLRN-MD-23-2218,10/21/23,Dog
FLRN-FC-23-2242,10/21/23,Cat
FLRN-MC-23-2243,10/21/23,Cat
FLRN-MC-23-2245,10/21/23,Cat
FLRN-FD-23-2224,10/21/23,Dog
FLRN-FD-23-2258,10/22/23,Dog
FLRN-FD-23-2140,10/22/23,Dog
FLRN-MC-23-2228,10/22/23,Cat
SCAS-FD-23-2206,10/22/23,Dog
FLRN-MC-23-2229,10/22/23,Cat
PRCO-MD-23-2084,10/22/23,Dog
FLRN-MC-23-2284,10/22/23,Cat
FRKN-FC-23-2102,10/22/23,Cat
FLRN-FC-23-2191,10/22/23,Cat
FLRN-MD-23-2204,10/22/23,Dog
FLRN-MD-23-2187,10/22/23,Dog
FLRN-FD-23-0875,10/22/23,Dog
FLRN-MC-23-2238,10/22/23,Cat
FLRN-FD-23-2300,10/22/23,Dog
FRKN-FC-23-2104,10/22/23,Cat
FLRN-MD-23-2217,10/22/23,Dog
FRKN-FC-23-1384,10/22/23,Cat
FLRN-FD-23-2219,10/22/23,Dog
FLRN-FD-23-2070,10/22/23,Dog
FRKN-FC-23-2106,10/22/23,Cat
FLRN-MD-23-2264,10/22/23,Dog
FLRN-MD-23-2266,10/22/23,Dog
FLRN-MC-23-2241,10/22/23,Cat
FLRN-MD-23-2277,10/22/23,Dog
FLRN-MD-23-2221,10/22/23,Dog
FLRN-MD-23-2280,10/22/23,Dog
FLRN-FD-23-2122,10/22/23,Dog
FLRN-MD-23-2123,10/22/23,Dog
STMT-MD-23-2207,10/22/23,Dog
FLRN-MD-23-2127,10/22/23,Dog
FLRN-MD-23-2129,10/22/23,Dog
FLRN-FD-23-2282,10/22/23,Dog
FLRN-MD-23-2133,10/22/23,Dog
FLRN-MC-23-2181,10/22/23,Cat
FLRN-FC-23-2247,10/22/23,Cat
FLRN-MC-23-2248,10/22/23,Cat
FLRN-MC-23-2249,10/22/23,Cat
FLRN-FC-23-2250,10/22/23,Cat
FLRN-FD-23-2223,10/22/23,Dog
FLRN-FC-23-2253,10/22/23,Cat
FLRN-FD-23-1957,10/22/23,Dog
FLRN-FD-23-1035,10/23/23,Dog
FLRN-MC-23-2231,10/23/23,Cat
FRKN-FC-23-2291,10/24/23,Cat
FLRN-FC-23-2227,10/25/23,Cat
FLRN-MC-23-2295,10/26/23,Cat
FLRN-MD-23-0453,10/26/23,Dog
FLRN-FC-23-2230,10/27/23,Cat
FLRN-MC-23-2285,10/27/23,Cat
FRKN-FC-23-1896,10/27/23,Cat
PVAS-FD-23-2003,10/27/23,Dog
PVAS-FD-23-2003,10/27/23,Dog
KUFF-MC-20-1113,10/28/23,Cat
FLRN-FD-23-2259,10/29/23,Dog
BERK-MD-23-2216,10/29/23,Dog
FLRN-FC-23-2232,10/29/23,Cat
BERK-MD-23-2135,10/29/23,Dog
FLRN-FC-23-2286,10/29/23,Cat
PRCO-FC-23-2302,10/29/23,Cat
JAHS-MD-23-1912,10/29/23,Dog
FLRN-FC-23-2287,10/29/23,Cat
HERT-MC-23-2025,10/29/23,Cat
FRKN-FC-23-2212,10/29/23,Cat
FLRN-MD-23-2113,10/29/23,Dog
FLRN-MD-23-2203,10/29/23,Dog
FLRN-FC-23-2161,10/29/23,Cat
FLRN-FD-23-2142,10/29/23,Dog
FLRN-MC-23-1847,10/29/23,Cat
FLRN-FD-23-0653,10/29/23,Dog
FLRN-MD-23-0659,10/29/23,Dog
FLRN-MD-23-1522,10/29/23,Dog
FLRN-FD-23-1165,10/29/23,Dog
FLRN-FD-23-2273,10/29/23,Dog
FLRN-FD-23-2271,10/29/23,Dog
FLRN-FD-23-2275,10/29/23,Dog
FLRN-FD-23-2267,10/29/23,Dog
FLRN-FD-23-2278,10/29/23,Dog
FLRN-FD-23-2279,10/29/23,Dog
FLRN-MD-23-2124,10/29/23,Dog
FLRN-MD-23-2298,10/29/23,Dog
FLRN-FC-23-2246,10/29/23,Cat
FLRN-FD-23-2058,10/29/23,Dog
FLRN-FD-23-2283,10/29/23,Dog
FLRN-FD-23-2052,10/29/23,Dog
FRKN-FC-23-2257,10/29/23,Cat
FRKN-MC-23-2255,10/29/23,Cat
FRKN-MC-23-2256,10/29/23,Cat
FLRN-FD-23-2183,10/31/23,Dog
FRKN-MC-23-2210,10/31/23,Cat
FLRN-MC-23-2236,11/2/23,Cat
FLRN-FD-23-2263,11/2/23,Dog
FLRN-MD-23-2175,11/2/23,Dog
FLRN-MC-23-1967,11/3/23,Cat
FLRN-MD-23-2179,11/3/23,Dog
FLRN-FC-23-2158,11/3/23,Cat
FLRN-FC-23-2337,11/4/23,Cat
FLRN-MD-23-2303,11/4/23,Dog
FLRN-MD-23-2310,11/4/23,Dog
FRKN-MC-23-2293,11/4/23,Cat
FLRN-MC-23-2354,11/4/23,Cat
FLRN-MD-23-2329,11/4/23,Dog
FLRN-MC-23-2225,11/5/23,Cat
FLRN-FC-23-2330,11/5/23,Cat
FLRN-MC-23-2336,11/5/23,Cat
FRKN-FC-23-2359,11/5/23,Cat
FRKN-MC-23-2360,11/5/23,Cat
FLRN-MC-23-2338,11/5/23,Cat
FRKN-FC-23-2361,11/5/23,Cat
PRCO-MD-23-2079,11/5/23,Dog
FLRN-MD-23-2304,11/5/23,Dog
FLRN-FD-23-2307,11/5/23,Dog
FLRN-FC-23-2297,11/5/23,Cat
FLRN-MD-23-2262,11/5/23,Dog
BERK-MD-23-1641,11/5/23,Dog
FLRN-FD-23-2197,11/5/23,Dog
FLRN-FD-23-2312,11/5/23,Dog
FLRN-MD-23-2203,11/5/23,Dog
FRKN-MC-23-1500,11/5/23,Cat
FLRN-MD-23-2387,11/5/23,Dog
FLRN-MD-23-2388,11/5/23,Dog
FLRN-MD-22-2467,11/5/23,Dog
FLRN-FD-23-2220,11/5/23,Dog
FLRN-MD-23-2391,11/5/23,Dog
FLRN-FD-23-2394,11/5/23,Dog
FLRN-MD-23-2393,11/5/23,Dog
PVAS-MD-23-1783,11/5/23,Dog
FLRN-FD-23-2276,11/5/23,Dog
FLRN-MC-23-2341,11/5/23,Cat
FLRN-FD-23-2320,11/5/23,Dog
FLRN-FC-23-2342,11/5/23,Cat
FRKN-FC-23-2367,11/5/23,Cat
HAHS-FD-23-2299,11/5/23,Dog
FLRN-MC-23-2345,11/5/23,Cat
FLRN-FC-23-2288,11/5/23,Cat
FLRN-MC-23-2346,11/5/23,Cat
FLRN-FC-23-2348,11/5/23,Cat
FRKN-MC-23-1539,11/5/23,Cat
FLRN-FD-23-2395,11/5/23,Dog
FRKN-FC-23-1636,11/5/23,Cat
FLRN-MC-23-2252,11/5/23,Cat
FLRN-FD-23-2384,11/8/23,Dog
FRKN-MC-23-1538,11/8/23,Cat
FLRN-FC-23-2237,11/9/23,Cat
FLRN-FD-23-2396,11/9/23,Dog
FLRN-FD-23-2260,11/10/23,Dog
FLRN-MC-23-2148,11/10/23,Cat
FLRN-FD-23-2308,11/10/23,Dog
FLRN-FC-23-2340,11/10/23,Cat
FLRN-MD-23-2306,11/11/23,Dog
FLRN-MD-23-2114,11/11/23,Dog
FLRN-FC-23-2235,11/11/23,Cat
FLRN-FD-23-2316,11/11/23,Dog
FLRN-MD-23-2390,11/11/23,Dog
FRKN-FC-23-1537,11/11/23,Cat
FRKN-FC-23-2404,11/11/23,Cat
FLRN-FD-23-2274,11/11/23,Dog
FLRN-FD-23-2375,11/12/23,Dog
FLRN-MC-23-2333,11/12/23,Cat
FLRN-MC-23-2334,11/12/23,Cat
FLRN-MC-23-2335,11/12/23,Cat
OWNR-MD-23-2418,11/12/23,Dog
FRKN-FC-23-0998,11/12/23,Cat
FRKN-FC-23-2254,11/12/23,Cat
FLRN-FD-23-0934,11/12/23,Dog
FLRN-MD-23-2205,11/12/23,Dog
FLRN-MD-22-1975,11/12/23,Dog
FLRN-MD-23-2314,11/12/23,Dog
FRKN-FC-23-2399,11/12/23,Cat
FRKN-MC-23-2096,11/12/23,Cat
FRKN-MC-23-2402,11/12/23,Cat
FLRN-MD-23-2319,11/12/23,Dog
FRKN-MC-23-2403,11/12/23,Cat
FRKN-MC-23-2405,11/12/23,Cat
FLRN-MD-23-2270,11/12/23,Dog
FLRN-FD-23-2265,11/12/23,Dog
FLRN-FD-23-2269,11/12/23,Dog
FRKN-MC-23-2109,11/12/23,Cat
PVAS-FD-23-2033,11/12/23,Dog
FLRN-FD-23-2281,11/12/23,Dog
FRKN-FC-23-2110,11/12/23,Cat
FRKN-MC-23-2413,11/12/23,Cat
FRKN-MC-23-2414,11/12/23,Cat
FRKN-FC-23-2412,11/12/23,Cat
FLRN-MC-23-2234,11/13/23,Cat
FLRN-MD-23-2268,11/14/23,Dog
FRKLN-MD-12-1114,11/17/23,Dog
FLRN-FC-23-2374,11/17/23,Cat
FLRN-FD-23-2419,11/18/23,Dog
FLRN-MC-23-2146,11/18/23,Cat
FLRN-MD-23-2473,11/18/23,Dog
FLRN-FD-23-2380,11/18/23,Dog
FLRN-MC-23-2434,11/18/23,Cat
FLRN-FD-23-2188,11/18/23,Dog
FLRN-MD-23-2272,11/18/23,Dog
FLRN-FD-23-2420,11/18/23,Dog
FLRN-FD-23-2424,11/18/23,Dog
FLRN-MD-23-2455,11/18/23,Dog
FLRN-FC-23-2448,11/18/23,Cat
FLRN-MC-23-2449,11/18/23,Cat
FLRN-MC-23-2450,11/18/23,Cat
FLRN-FC-23-2356,11/18/23,Cat
HURA-MD-23-1857,11/19/23,Dog
FLRN-FC-23-2428,11/19/23,Cat
FLRN-MD-23-2377,11/19/23,Dog
FLRN-MC-23-2433,11/19/23,Cat
FLRN-FD-23-2469,11/19/23,Dog
FLRN-FD-23-2470,11/19/23,Dog
FLRN-MD-23-2311,11/19/23,Dog
FLRN-MD-23-2468,11/19/23,Dog
FLRN-FD-23-1816,11/19/23,Dog
FLRN-MD-23-2178,11/19/23,Dog
FRKN-FC-23-2398,11/19/23,Cat
FLRN-MC-23-2159,11/19/23,Cat
FLRN-FC-23-2352,11/19/23,Cat
FLRN-FD-23-2427,11/19/23,Dog
PRCO-MC-23-1368,11/19/23,Cat
FRKN-FC-23-2406,11/19/23,Cat
FRKN-FC-23-2408,11/19/23,Cat
FLRN-MC-23-2445,11/19/23,Cat
FLRN-FC-23-2343,11/19/23,Cat
FLRN-MC-23-2344,11/19/23,Cat
FLRN-FD-23-1306,11/19/23,Dog
FLRN-FD-23-2456,11/19/23,Dog
FLRN-MD-23-2323,11/19/23,Dog
FLRN-MD-23-2425,11/19/23,Dog
FLRN-MC-23-2447,11/19/23,Cat
FLRN-MD-23-2180,11/19/23,Dog
FRKN-FC-23-2417,11/19/23,Cat
FRKN-MC-23-2409,11/19/23,Cat
FRKN-FC-23-2410,11/19/23,Cat
FLRN-FC-23-2372,11/22/23,Cat
FLRN-MC-23-2437,11/22/23,Cat
FLRN-FC-23-2160,11/22/23,Cat
FRKN-FC-23-2366,11/22/23,Cat
FLRN-FD-23-2454,11/22/23,Dog
FLRN-FC-23-2371,11/23/23,Cat
FLRN-FD-23-2381,11/24/23,Dog
FLRN-FC-23-2436,11/24/23,Cat
FLRN-FD-23-0651,11/24/23,Dog
FLRN-FC-23-2370,11/25/23,Cat
FLRN-FC-23-2438,11/25/23,Cat
FLRN-FC-23-2439,11/25/23,Cat
FRKN-FC-23-2397,11/25/23,Cat
FRKN-FC-23-2292,11/25/23,Cat
FRKN-FC-23-2481,11/25/23,Cat
PRCO-MD-23-0214,11/26/23,Dog
FLRN-MD-23-2465,11/26/23,Dog
FLRN-MD-23-2376,11/26/23,Dog
FLRN-MD-23-2466,11/26/23,Dog
FLRN-FD-23-2467,11/26/23,Dog
HAHS-FD-23-2261,11/26/23,Dog
FLRN-FD-23-2199,11/26/23,Dog
FLRN-MC-23-2463,11/26/23,Cat
FLRN-MD-23-2141,11/26/23,Dog
FRKN-FC-23-2400,11/26/23,Cat
FLRN-FD-23-2471,11/26/23,Dog
FLRN-MD-23-2172,11/26/23,Dog
FRKN-FC-23-2407,11/26/23,Cat
FLRN-FD-23-2421,11/26/23,Dog
FLRN-FC-23-2163,11/26/23,Cat
FLRN-FD-23-2422,11/26/23,Dog
FLRN-MD-23-2423,11/26/23,Dog
FLRN-MC-23-2464,11/26/23,Cat
HAHS-FD-23-2322,11/26/23,Dog
FLRN-MC-23-2451,11/26/23,Cat
FLRN-FD-23-2326,11/26/23,Dog
FRKN-FC-23-2415,11/26/23,Cat
FLRN-FD-23-2327,11/26/23,Dog
FRKN-MC-23-2411,11/26/23,Cat
FLRN-FD-23-2459,11/26/23,Dog
FLRN-FD-23-2379,11/28/23,Dog
FLRN-MD-23-1603,11/28/23,Dog
FLRN-MC-23-1982,11/28/23,Cat
FLRN-FD-23-2392,11/28/23,Dog
FLRN-MD-23-1822,11/29/23,Dog
FLRN-MC-23-2444,11/29/23,Cat
FLRN-MC-23-2226,11/30/23,Cat
FLRN-MD-23-2458,11/30/23,Dog
FLRN-MC-23-2509,12/2/23,Cat
FLRN-MC-23-2511,12/2/23,Cat
FLRN-FC-23-2512,12/2/23,Cat
FLRN-FC-23-2429,12/2/23,Cat
FLRN-FD-23-2488,12/2/23,Dog
HSSC-MC-23-1922,12/2/23,Cat
FLRN-FD-23-2490,12/2/23,Dog
FLRN-MC-23-2339,12/2/23,Cat
FLRN-MD-23-2491,12/2/23,Dog
FLRN-FD-23-2492,12/2/23,Dog
FLRN-MC-23-2516,12/2/23,Cat
FLRN-FC-23-2518,12/2/23,Cat
FLRN-MC-23-2519,12/2/23,Cat
FRKN-FC-23-2365,12/2/23,Cat
FLRN-MD-23-2202,12/2/23,Dog
FLRN-MD-23-2549,12/2/23,Dog
FLRN-MD-23-2502,12/2/23,Dog
FLRN-FD-23-2504,12/2/23,Dog
FLRN-MC-23-2523,12/2/23,Cat
FLRN-MC-23-2164,12/2/23,Cat
FLRN-FD-23-2507,12/2/23,Dog
FLRN-MC-23-2530,12/2/23,Cat
FLRN-MC-23-2559,12/2/23,Cat
FLRN-MC-23-2560,12/2/23,Cat
FLRN-MC-23-2510,12/3/23,Cat
FLRN-MC-23-2332,12/3/23,Cat
WISE-FC-23-2532,12/3/23,Cat
FLRN-MC-23-2513,12/3/23,Cat
FLRN-MC-23-2514,12/3/23,Cat
FRKN-MC-23-2363,12/3/23,Cat
FLRN-FC-23-2515,12/3/23,Cat
FLRN-FC-23-2517,12/3/23,Cat
FLRN-FD-23-2494,12/3/23,Dog
FLRN-MC-23-2440,12/3/23,Cat
FLRN-FC-23-2441,12/3/23,Cat
FLRN-FC-23-2351,12/3/23,Cat
WISE-MC-23-2537,12/3/23,Cat
FRKN-FC-23-2401,12/3/23,Cat
FLRN-FD-23-2500,12/3/23,Dog
FLRN-FD-23-2389,12/3/23,Dog
WISE-FC-23-2538,12/3/23,Cat
FRKN-MC-23-1897,12/3/23,Cat
FRKN-MC-23-2479,12/3/23,Cat
WISE-MC-23-2539,12/3/23,Cat
FLRN-MD-23-2324,12/3/23,Dog
FLRN-MD-23-2325,12/3/23,Dog
FLRN-FD-23-2457,12/3/23,Dog
FRKN-MC-23-2416,12/3/23,Cat
PRCO-FD-23-2090,12/3/23,Dog
FLRN-MC-23-2528,12/3/23,Cat
FLRN-FC-23-2529,12/3/23,Cat
FLRN-MD-23-2508,12/3/23,Dog
FLRN-FD-23-2568,12/3/23,Dog
FLRN-FD-23-2472,12/5/23,Dog
