ID,Adoption Date,Species
FLRN-FC-21-0095,1/31/21,Cat
FLRN-MD-21-0165,1/31/21,Dog
FRKN-FD-21-0161,1/31/21,Dog
FLRN-MD-21-0136,1/31/21,Dog
FLRN-FD-20-3484,1/31/21,Dog
FLRN-FD-21-0233,1/31/21,Dog
FRKN-MD-21-0034,1/31/21,Dog
FLRN-FD-20-3439,1/31/21,Dog
FRKN-FD-21-0111,1/30/21,Dog
FLRN-FD-20-2916,1/30/21,Dog
FLRN-FD-21-0130,1/30/21,Dog
FLRN-MD-21-0166,1/30/21,Dog
FRKN-MD-21-0162,1/30/21,Dog
NPHT-FD-20-2432,1/30/21,Dog
FLRN-MD-21-0139,1/30/21,Dog
FLRN-FC-21-0099,1/30/21,Cat
FLRN-FC-21-0145,1/30/21,Cat
FLRN-FD-21-0180,1/30/21,Dog
FRKN-MD-21-0160,1/30/21,Dog
FLRN-FD-20-1403,1/30/21,Dog
FLRN-FD-21-0186,1/30/21,Dog
FLRN-MD-21-0189,1/30/21,Dog
FLRN-MD-20-3295,1/30/21,Dog
OTHR-FD-21-0226,1/30/21,Dog
HERT-FC-21-0193,1/30/21,Cat
HERT-MC-21-0196,1/30/21,Cat
HERT-FC-21-0197,1/30/21,Cat
FLRN-MC-21-0192,1/30/21,Cat
HERT-MC-21-0207,1/30/21,Cat
HERT-FC-21-0202,1/30/21,Cat
HERT-MC-21-0200,1/30/21,Cat
HERT-FC-21-0201,1/30/21,Cat
HERT-FC-21-0199,1/30/21,Cat
HERT-MC-21-0203,1/30/21,Cat
HERT-MC-21-0198,1/30/21,Cat
HERT-FC-21-0208,1/30/21,Cat
HERT-MC-21-0204,1/30/21,Cat
HERT-MC-21-0205,1/30/21,Cat
LACS-FD-20-3390,1/30/21,Dog
LACS-FD-20-3391,1/30/21,Dog
ASSC-MD-21-0150,1/29/21,Dog
ASSC-MD-21-0170,1/29/21,Dog
ASSC-MD-21-0171,1/29/21,Dog
ASSC-MD-21-0173,1/29/21,Dog
ASSC-FD-21-0174,1/29/21,Dog
ASSC-FD-21-0176,1/29/21,Dog
ASSC-MD-21-0177,1/29/21,Dog
FLRN-MD-20-2877,1/29/21,Dog
FLRN-FD-21-0044,1/29/21,Dog
FLRN-FD-21-0135,1/29/21,Dog
FLRN-MD-21-0132,1/29/21,Dog
FLRN-MD-21-0141,1/29/21,Dog
FLRN-FD-21-0144,1/29/21,Dog
FLRN-FC-21-0092,1/29/21,Cat
LAPS-MD-21-0110,1/28/21,Dog
FLRN-MD-21-0168,1/28/21,Dog
FLRN-FC-21-0086,1/28/21,Cat
FLRN-FD-21-0072,1/27/21,Dog
FLRN-FD-21-0167,1/27/21,Dog
LACS-FD-21-0063,1/27/21,Dog
LAPS-MD-21-0107,1/27/21,Dog
FLRN-FD-20-3405,1/27/21,Dog
FLRN-FC-21-0097,1/27/21,Cat
FRKN-FD-21-0038,1/27/21,Dog
FLRN-FD-21-0021,1/26/21,Dog
FLRN-FD-20-3368,1/26/21,Dog
LACS-FD-21-0055,1/26/21,Dog
FRKN-MD-21-0113,1/26/21,Dog
MAWF-MD-21-0127,1/26/21,Dog
FLRN-FC-21-0090,1/26/21,Cat
FLRN-FC-21-0151,1/26/21,Cat
FLRN-MC-21-0098,1/26/21,Cat
PRCO-FC-20-3073,1/26/21,Cat
FLRN-MD-20-2846,1/25/21,Dog
FLRN-MD-21-0070,1/25/21,Dog
LACS-FD-21-0054,1/24/21,Dog
FLRN-MD-20-2777,1/24/21,Dog
FLRN-FC-20-2892,1/24/21,Cat
FRKN-FC-20-3054,1/24/21,Cat
FLRN-FD-21-0164,1/23/21,Dog
FLRN-FD-21-0138,1/23/21,Dog
FLRN-FD-21-0080,1/23/21,Dog
FLRN-FD-20-3383,1/23/21,Dog
FLRN-MD-21-0131,1/23/21,Dog
FLRN-FD-21-0133,1/23/21,Dog
FLRN-FD-21-0153,1/23/21,Dog
FLRN-MD-21-0155,1/23/21,Dog
FLRN-FD-21-0158,1/23/21,Dog
FLRN-FD-21-0143,1/23/21,Dog
FLRN-FD-21-0142,1/23/21,Dog
FLRN-FD-21-0154,1/23/21,Dog
FLRN-MD-21-0159,1/23/21,Dog
LACS-MD-21-0059,1/23/21,Dog
FLRN-FC-21-0146,1/23/21,Cat
FLRN-FC-21-0147,1/23/21,Cat
FLRN-MC-20-3431,1/23/21,Cat
FLRN-FC-21-0026,1/23/21,Cat
FLRN-FC-21-0030,1/23/21,Cat
FLRN-FC-20-3420,1/23/21,Cat
FLRN-FC-21-0105,1/23/21,Cat
LACS-MD-21-0064,1/22/21,Dog
LACS-FD-21-0048,1/21/21,Dog
FLRN-FD-21-0082,1/21/21,Dog
FLRN-MD-21-0116,1/21/21,Dog
PRCO-MC-20-3071,1/21/21,Cat
FRKN-MD-21-0112,1/20/21,Dog
HERT-FC-20-3145,1/19/21,Cat
LACS-MD-21-0047,1/19/21,Dog
LACS-FD-21-0049,1/18/21,Dog
LACS-FD-21-0051,1/18/21,Dog
LACS-FD-21-0050,1/18/21,Dog
FLRN-FC-20-3107,1/18/21,Cat
FLRN-MC-21-0028,1/18/21,Cat
FRKN-FC-20-3055,1/18/21,Cat
FLRN-MD-21-0011,1/18/21,Dog
FRKN-MD-21-0037,1/17/21,Dog
FRKN-FD-21-0039,1/17/21,Dog
LACS-FD-21-0052,1/17/21,Dog
FLRN-MD-21-0017,1/17/21,Dog
HERT-MC-20-3353,1/17/21,Cat
FLRN-MC-20-3416,1/17/21,Cat
FLRN-MD-21-0014,1/16/21,Dog
FLRN-FD-20-0876,1/16/21,Dog
FLRN-FD-21-0023,1/16/21,Dog
HERT-MC-20-2392,1/16/21,Cat
HERT-MC-20-2393,1/16/21,Cat
FLRN-FC-21-0033,1/16/21,Cat
FLRN-FD-21-0071,1/16/21,Dog
FLRN-MD-21-0073,1/16/21,Dog
FLRN-MD-21-0074,1/16/21,Dog
FLRN-FD-21-0078,1/16/21,Dog
FLRN-MD-21-0079,1/16/21,Dog
FLRN-FD-21-0083,1/16/21,Dog
FLRN-MD-21-0085,1/16/21,Dog
FLRN-FD-21-0100,1/16/21,Dog
FLRN-MD-21-0102,1/16/21,Dog
FLRN-FD-21-0101,1/16/21,Dog
FLRN-FD-21-0104,1/16/21,Dog
FLRN-FD-21-0103,1/16/21,Dog
FLRN-FD-21-0106,1/16/21,Dog
FLRN-MC-21-0096,1/16/21,Cat
FLRN-FC-21-0084,1/16/21,Cat
FLRN-FC-21-0089,1/16/21,Cat
FLRN-MC-21-0087,1/16/21,Cat
FLRN-MC-21-0088,1/16/21,Cat
LACS-FD-20-3190,1/16/21,Dog
FLRN-MC-21-0032,1/15/21,Cat
FLRN-MC-21-0031,1/15/21,Cat
FLRN-MC-20-3417,1/15/21,Cat
FRKN-FD-20-3472,1/15/21,Dog
LACS-MD-21-0068,1/15/21,Dog
LACS-FD-21-0066,1/15/21,Dog
LACS-MD-21-0065,1/15/21,Dog
LACS-FD-21-0058,1/15/21,Dog
LACS-MD-21-0056,1/15/21,Dog
LACS-MD-21-0053,1/15/21,Dog
LACS-MD-21-0046,1/15/21,Dog
LACS-FD-21-0062,1/15/21,Dog
LACS-FD-21-0061,1/15/21,Dog
LACS-MD-21-0060,1/15/21,Dog
FLRN-FD-21-0081,1/15/21,Dog
LACS-MD-21-0067,1/15/21,Dog
FLRN-MC-21-0027,1/14/21,Cat
FLRN-MC-20-2448,1/14/21,Cat
FRKN-FD-21-0043,1/14/21,Dog
FRKN-FD-21-0042,1/14/21,Dog
FRKN-FD-21-0036,1/14/21,Dog
LACS-MD-20-3323,1/14/21,Dog
FRKN-MD-20-3428,1/14/21,Dog
FRKN-MD-21-0035,1/13/21,Dog
FLRN-MD-20-3117,1/13/21,Dog
MAWF-FD-21-0001,1/13/21,Dog
FLRN-FD-21-0008,1/13/21,Dog
FLRN-MD-21-0013,1/13/21,Dog
FLRN-FD-20-3456,1/13/21,Dog
FLRN-FD-20-3449,1/12/21,Dog
FLRN-MD-21-0005,1/11/21,Dog
FLRN-MD-20-3287,1/11/21,Dog
FLRN-MD-20-3286,1/11/21,Dog
FLRN-FD-20-3288,1/11/21,Dog
FLRN-FD-20-3285,1/11/21,Dog
FLRN-FD-20-3283,1/11/21,Dog
FLRN-FD-20-3284,1/11/21,Dog
FLRN-FC-20-2740,1/11/21,Cat
FLRN-FC-20-2711,1/11/21,Cat
PRCO-MC-20-3072,1/11/21,Cat
FRKN-MD-20-3471,1/10/21,Dog
FRKN-MC-20-2830,1/10/21,Cat
FRKN-FC-20-2822,1/10/21,Cat
FLRN-FC-20-3415,1/10/21,Cat
FLRN-MD-20-3461,1/10/21,Dog
HERT-MC-20-2939,1/10/21,Cat
FLRN-MC-20-3267,1/10/21,Cat
FLRN-MC-20-3271,1/10/21,Cat
LACS-FD-20-3329,1/10/21,Dog
FLRN-MC-20-3414,1/10/21,Cat
PRCO-FD-20-3210,1/9/21,Dog
PRCO-FC-20-3067,1/9/21,Cat
PRCO-MC-20-3070,1/9/21,Cat
FLRN-FD-21-0006,1/9/21,Dog
FLRN-MD-21-0007,1/9/21,Dog
FLRN-MD-21-0010,1/9/21,Dog
FLRN-MD-21-0015,1/9/21,Dog
FLRN-MD-21-0016,1/9/21,Dog
FLRN-FD-21-0019,1/9/21,Dog
FRKN-MD-21-0040,1/9/21,Dog
FLRN-FD-21-0022,1/9/21,Dog
FLRN-MD-20-3459,1/9/21,Dog
LACS-FD-20-3326,1/9/21,Dog
FLRN-MD-21-0018,1/9/21,Dog
LACS-MD-20-3328,1/9/21,Dog
PRCO-FC-20-3212,1/9/21,Cat
FLRN-FC-21-0025,1/9/21,Cat
FLRN-FC-21-0029,1/9/21,Cat
PRCO-MC-20-3215,1/9/21,Cat
FLRN-FD-21-0045,1/9/21,Dog
FLRN-FD-20-3166,1/8/21,Dog
FLRN-MD-20-3398,1/8/21,Dog
FLRN-MD-20-3452,1/8/21,Dog
FLRN-MC-20-3470,1/8/21,Cat
MAWF-MD-21-0002,1/8/21,Dog
MAWF-FD-21-0003,1/8/21,Dog
MAWF-MD-21-0004,1/8/21,Dog
LAPS-FD-20-3296,1/7/21,Dog
FLRN-MC-20-3167,1/7/21,Cat
FLRN-MD-20-3406,1/6/21,Dog
MAWF-MD-20-1319,1/6/21,Dog
MAWF-MD-20-3382,1/6/21,Dog
FLRN-MD-20-3451,1/5/21,Dog
LACS-FD-20-3226,1/5/21,Dog
LACS-FD-20-3224,1/5/21,Dog
FLRN-MD-20-3492,1/5/21,Dog
FLRN-MD-20-3491,1/5/21,Dog
FLRN-MD-20-3490,1/5/21,Dog
FLRN-MD-20-3493,1/5/21,Dog
FLRN-MC-20-3250,1/5/21,Cat
FLRN-FC-20-3468,1/5/21,Cat
FLRN-MD-20-3404,1/4/21,Dog
FLRN-MD-18-1519,1/4/21,Dog
FLRN-FD-20-3458,1/4/21,Dog
FLRN-MD-20-3203,1/4/21,Dog
FLRN-MD-20-3393,1/3/21,Dog
FLRN-MD-20-2088,1/3/21,Dog
OWNR-FD-20-3500,1/3/21,Dog
FLRN-MD-20-3376,1/3/21,Dog
FLRN-MD-20-3481,1/3/21,Dog
FLRN-MD-20-3202,1/3/21,Dog
FLRN-FD-20-3206,1/3/21,Dog
FLRN-FD-20-3204,1/3/21,Dog
FLRN-MD-20-3200,1/3/21,Dog
FLRN-MD-20-3199,1/3/21,Dog
FLRN-MD-20-3205,1/3/21,Dog
FLRN-MD-20-3198,1/3/21,Dog
FLRN-MD-20-3201,1/3/21,Dog
FLRN-MC-20-3254,1/3/21,Cat
FLRN-FC-20-3255,1/3/21,Cat
FRKN-MD-20-3386,1/2/21,Dog
PRCO-MD-20-3443,1/2/21,Dog
FLRN-FD-20-3074,1/2/21,Dog
FLRN-MC-20-3138,1/2/21,Cat
FRKN-FC-20-3058,1/2/21,Cat
FLRN-MC-20-3102,1/2/21,Cat
FLRN-MC-20-3103,1/2/21,Cat
LACS-FD-20-3327,1/1/21,Dog
FLRN-MD-20-3482,1/1/21,Dog
FLRN-MD-20-3448,1/1/21,Dog
FLRN-MD-20-3395,1/1/21,Dog
LACS-FD-20-2397,2/28/21,Dog
FLRN-MD-21-0252,2/28/21,Dog
FLRN-FD-21-0254,2/28/21,Dog
FLRN-FD-21-0251,2/28/21,Dog
FRKN-FC-21-0368,2/28/21,Cat
FRKN-FC-21-0297,2/28/21,Cat
FLRN-FD-21-0129,2/28/21,Dog
FLRN-FD-21-0247,2/27/21,Dog
FLRN-MC-21-0152,2/27/21,Cat
FLRN-FD-21-0076,2/27/21,Dog
FLRN-FD-20-3486,2/27/21,Dog
FLRN-FD-21-0333,2/27/21,Dog
FLRN-FD-21-0351,2/27/21,Dog
FLRN-MD-21-0230,2/27/21,Dog
FLRN-FD-21-0228,2/27/21,Dog
FLRN-MD-21-0229,2/27/21,Dog
FLRN-MD-21-0338,2/27/21,Dog
FLRN-FD-21-0341,2/27/21,Dog
FLRN-MC-21-0091,2/27/21,Cat
FLRN-FC-21-0237,2/27/21,Cat
FLRN-MD-21-0413,2/27/21,Dog
FLRN-FD-21-0414,2/27/21,Dog
FRKN-MD-21-0379,2/27/21,Dog
FLRN-MD-21-0400,2/27/21,Dog
FLRN-MD-21-0401,2/27/21,Dog
FLRN-FD-20-3454,2/27/21,Dog
FLRN-FD-21-0404,2/27/21,Dog
FRKN-FD-21-0382,2/27/21,Dog
FRKN-FD-21-0383,2/27/21,Dog
FLRN-FD-21-0394,2/27/21,Dog
FLRN-MC-21-0286,2/27/21,Cat
MAWF-FD-21-0370,2/26/21,Dog
MAWF-FD-21-0373,2/26/21,Dog
MAWF-MD-21-0377,2/26/21,Dog
FLRN-FD-21-0182,2/26/21,Dog
FRKN-MD-21-0311,2/26/21,Dog
FLRN-MD-20-3497,2/26/21,Dog
FLRN-FD-21-0326,2/26/21,Dog
FLRN-MD-21-0249,2/26/21,Dog
FLRN-FD-21-0250,2/26/21,Dog
FLRN-FD-21-0345,2/26/21,Dog
FLRN-MD-21-0322,2/24/21,Dog
FRKN-FC-21-0316,2/23/21,Cat
FRKN-MC-21-0369,2/23/21,Cat
FLRN-FC-21-0365,2/23/21,Cat
FLRN-MD-21-0358,2/23/21,Dog
FLRN-MC-21-0094,2/22/21,Cat
FLRN-FD-21-0270,2/21/21,Dog
FLRN-FD-21-0119,2/21/21,Dog
FLRN-FD-21-0329,2/21/21,Dog
FRKN-FD-21-0209,2/20/21,Dog
FLRN-MD-21-0263,2/20/21,Dog
FRKN-FD-21-0310,2/20/21,Dog
FLRN-FD-21-3495,2/20/21,Dog
FLRN-FD-21-0122,2/20/21,Dog
FLRN-FC-21-0282,2/20/21,Cat
FLRN-FC-21-0279,2/20/21,Cat
FLRN-FD-21-0320,2/20/21,Dog
FLRN-FD-21-0323,2/20/21,Dog
FLRN-FD-21-0335,2/20/21,Dog
FRKN-MD-21-0371,2/20/21,Dog
FLRN-MD-21-0342,2/20/21,Dog
FLRN-FD-21-0349,2/20/21,Dog
FLRN-MD-21-0350,2/20/21,Dog
FLRN-MD-21-0331,2/20/21,Dog
FLRN-FD-21-0325,2/20/21,Dog
FLRN-FD-21-0330,2/20/21,Dog
FLRN-FD-21-0327,2/20/21,Dog
FLRN-FD-21-0328,2/20/21,Dog
FLRN-MD-21-0337,2/20/21,Dog
FLRN-FD-21-0336,2/20/21,Dog
FLRN-FD-21-0343,2/20/21,Dog
FLRN-MD-21-0344,2/20/21,Dog
FLRN-MD-21-0346,2/20/21,Dog
FLRN-MD-21-0347,2/20/21,Dog
FLRN-MD-21-0352,2/20/21,Dog
FLRN-FD-21-0353,2/20/21,Dog
FLRN-MD-21-0355,2/20/21,Dog
FLRN-FD-21-0356,2/20/21,Dog
FLRN-FC-21-0357,2/20/21,Cat
FLRN-FC-21-0359,2/20/21,Cat
FLRN-FC-21-0360,2/20/21,Cat
FLRN-FC-21-0361,2/20/21,Cat
FLRN-FC-21-0364,2/20/21,Cat
FLRN-FC-21-0362,2/20/21,Cat
FLRN-FC-21-0363,2/20/21,Cat
FLRN-MD-20-3498,2/19/21,Dog
FRKN-MC-21-0313,2/19/21,Cat
FRKN-FC-21-0314,2/19/21,Cat
FLRN-FC-21-0277,2/18/21,Cat
OTHR-FD-21-0219,2/17/21,Dog
FLRN-MD-20-3451,2/17/21,Dog
MAWF-FD-21-0003,2/17/21,Dog
ASSC-MD-21-0177,2/17/21,Dog
FLRN-FD-21-0115,2/17/21,Dog
OTHR-MD-21-0221,2/17/21,Dog
FRKN-MC-21-0292,2/17/21,Cat
FLRN-FC-21-0285,2/17/21,Cat
FLRN-MC-21-0289,2/17/21,Cat
FLRN-MC-21-0288,2/17/21,Cat
FLRN-FD-21-0125,2/16/21,Dog
TLHS-FD-20-1278,2/15/21,Dog
OTHR-FD-21-0225,2/15/21,Dog
FLRN-MD-20-3440,2/15/21,Dog
MAWF-MD-21-0257,2/15/21,Dog
ASSC-MD-21-0170,2/14/21,Dog
FRKN-MD-21-0218,2/14/21,Dog
FLRN-MD-19-1725,2/14/21,Dog
OTHR-MD-21-0222,2/14/21,Dog
FLRN-FD-21-0117,2/14/21,Dog
FRKN-MC-21-0281,2/14/21,Cat
FRKN-FC-21-0295,2/14/21,Cat
FRKN-FC-21-0315,2/14/21,Cat
FLRN-FD-21-0075,2/13/21,Dog
FRKN-MD-21-0213,2/13/21,Dog
FLRN-FD-21-0181,2/13/21,Dog
FRKN-FD-21-0111,2/13/21,Dog
FLRN-FD-21-0271,2/13/21,Dog
FLRN-MD-21-0190,2/13/21,Dog
OTHR-MD-21-0227,2/13/21,Dog
OTHR-MD-21-0220,2/13/21,Dog
FLRN-MD-20-3437,2/13/21,Dog
FLRN-MD-21-0121,2/13/21,Dog
FLRN-FD-21-0124,2/13/21,Dog
FLRN-MD-21-0126,2/13/21,Dog
FLRN-FD-21-0120,2/13/21,Dog
FLRN-MD-21-0118,2/13/21,Dog
FLRN-FD-21-0123,2/13/21,Dog
ASSC-FD-21-0302,2/13/21,Dog
ASSC-MD-21-0303,2/13/21,Dog
ASSC-MD-21-0304,2/13/21,Dog
ASSC-MD-21-0305,2/13/21,Dog
ASSC-FD-21-0306,2/13/21,Dog
FRKN-MD-21-0290,2/13/21,Dog
FRKN-MC-21-0293,2/12/21,Cat
OWNR-FC-21-0301,2/12/21,Cat
FLRN-FC-21-0284,2/12/21,Cat
FRKN-FC-21-0280,2/12/21,Cat
FLRN-FD-20-3434,2/12/21,Dog
FRKN-MD-21-0291,2/12/21,Dog
FRKN-MD-21-0260,2/12/21,Dog
FLRN-FD-21-0069,2/12/21,Dog
FRKN-FD-21-0209,2/11/21,Dog
FRKN-FD-21-0161,2/11/21,Dog
ASSC-MD-21-0149,2/10/21,Dog
FLRN-FD-21-0231,2/10/21,Dog
LAPS-MD-21-0108,2/9/21,Dog
OTHR-FD-21-0224,2/9/21,Dog
FLRN-FD-21-0232,2/9/21,Dog
FLRN-MC-21-0287,2/9/21,Cat
FRKN-FD-21-0212,2/8/21,Dog
FLRN-MD-21-0137,2/8/21,Dog
FLRN-FD-20-3433,2/8/21,Dog
HERT-MC-21-0195,2/8/21,Cat
FLRN-FD-21-0188,2/7/21,Dog
FLRN-MD-20-3438,2/7/21,Dog
FLRN-MD-20-3394,2/7/21,Dog
FLRN-FD-21-0217,2/7/21,Dog
FLRN-FC-21-0093,2/7/21,Cat
FLRN-FD-21-0128,2/6/21,Dog
FRKN-MD-21-0210,2/6/21,Dog
ASSC-FD-21-0175,2/6/21,Dog
FLRN-FD-21-0216,2/6/21,Dog
FLRN-FD-21-0134,2/6/21,Dog
FLRN-FD-21-0156,2/6/21,Dog
FLRN-MD-21-0214,2/6/21,Dog
FLRN-FD-21-0187,2/6/21,Dog
FLRN-FD-21-0234,2/6/21,Dog
FLRN-FD-21-0140,2/6/21,Dog
FLRN-MC-21-0236,2/6/21,Cat
FLRN-MC-21-0191,2/6/21,Cat
FLRN-FD-21-0259,2/6/21,Dog
FLRN-MD-21-0262,2/6/21,Dog
LACS-FD-21-0055,2/6/21,Dog
FLRN-FD-21-0081,2/6/21,Dog
FLRN-FD-21-0267,2/6/21,Dog
FLRN-MD-21-0268,2/6/21,Dog
FLRN-FD-20-3241,2/6/21,Dog
FLRN-FD-21-0276,2/6/21,Dog
OTHR-MD-21-0223,2/6/21,Dog
FLRN-FD-21-0264,2/6/21,Dog
FLRN-FD-21-0157,2/6/21,Dog
FLRN-FD-21-0269,2/6/21,Dog
FLRN-FD-21-0215,2/6/21,Dog
FLRN-MD-21-0272,2/6/21,Dog
FLRN-FD-21-0273,2/6/21,Dog
FLRN-MD-21-0274,2/6/21,Dog
FLRN-MD-21-0275,2/6/21,Dog
FLRN-MC-21-0283,2/6/21,Cat
FRKN-MC-21-0300,2/6/21,Cat
FLRN-FD-21-0185,2/5/21,Dog
FLRN-MD-21-0206,2/5/21,Dog
MAWF-FD-21-0256,2/5/21,Dog
FLRN-FC-20-1619,2/5/21,Cat
TLHS-MD-20-2074,2/5/21,Dog
FRKN-FD-21-0211,2/5/21,Dog
FLRN-MD-21-0074,2/5/21,Dog
HERT-MC-18-1554,2/4/21,Cat
ASSC-MD-21-0169,2/4/21,Dog
FLRN-MD-21-0183,2/4/21,Dog
ASSC-FD-21-0172,2/4/21,Dog
FLRN-FD-20-3489,2/4/21,Dog
FLRN-MD-21-0024,2/4/21,Dog
FLRN-MD-21-0013,2/3/21,Dog
LACS-MD-20-3330,2/3/21,Dog
FLRN-FD-20-3435,2/3/21,Dog
FRKN-FD-20-3289,2/2/21,Dog
FRKN-MD-20-3427,2/2/21,Dog
FLRN-MD-20-3436,2/2/21,Dog
FLRN-MD-20-3441,2/2/21,Dog
FLRN-MD-21-0235,2/1/21,Dog
MAWF-MD-21-0475,3/31/21,Dog
AUPA-FD-21-0428,3/31/21,Dog
PRCO-MD-21-0554,3/31/21,Dog
AUPA-FD-21-0441,3/31/21,Dog
PRCO-MD-21-0573,3/30/21,Dog
PRCO-MD-21-0611,3/30/21,Dog
FYAC-FD-21-0416,3/30/21,Dog
FRKN-MD-21-0512,3/30/21,Dog
FLRN-FD-21-0589,3/30/21,Dog
PRCO-FC-21-0614,3/30/21,Cat
FRKN-MC-21-0299,3/29/21,Cat
FRKN-FD-21-0550,3/28/21,Dog
AUPA-MD-21-0417,3/28/21,Dog
FLRN-MD-20-3078,3/28/21,Dog
FRKN-FD-21-0552,3/28/21,Dog
FLRN-FD-21-0431,3/28/21,Dog
AUPA-FD-21-0423,3/28/21,Dog
FLRN-MD-21-0488,3/28/21,Dog
FRKN-MD-21-0505,3/27/21,Dog
AUPA-FD-21-0513,3/27/21,Dog
FLRN-MD-21-0493,3/27/21,Dog
FLRN-FD-21-0495,3/27/21,Dog
FLRN-MD-21-0530,3/27/21,Dog
PRCO-MD-21-0558,3/27/21,Dog
LACS-FD-21-0241,3/27/21,Dog
FLRN-MC-21-0544,3/27/21,Cat
FLRN-MC-21-0546,3/27/21,Cat
FLRN-FC-21-0547,3/27/21,Cat
FLRN-FD-21-0563,3/27/21,Dog
ASSC-MD-21-0588,3/27/21,Dog
FLRN-FD-21-0564,3/27/21,Dog
FLRN-MD-21-0569,3/27/21,Dog
FLRN-FD-21-0565,3/27/21,Dog
FLRN-FD-21-0570,3/27/21,Dog
FLRN-FD-21-0566,3/27/21,Dog
FLRN-MD-21-0562,3/27/21,Dog
FLRN-MD-21-0592,3/27/21,Dog
FLRN-FD-21-0576,3/27/21,Dog
FLRN-MD-21-0577,3/27/21,Dog
FLRN-MD-21-0579,3/27/21,Dog
FLRN-FD-21-0581,3/27/21,Dog
FLRN-FC-21-0549,3/27/21,Cat
FLRN-FC-21-0392,3/27/21,Cat
FLRN-MC-21-0582,3/27/21,Cat
FLRN-FC-21-0586,3/27/21,Cat
FRKN-FD-19-1307,3/26/21,Dog
AUPA-MD-21-0517,3/26/21,Dog
FRKN-FD-21-0380,3/26/21,Dog
FLRN-FD-21-0484,3/26/21,Dog
FRKN-FD-21-0470,3/26/21,Dog
HERT-FC-21-0525,3/25/21,Cat
FRKN-MD-21-0510,3/25/21,Dog
FLRN-FD-21-0534,3/25/21,Dog
MAWF-MD-21-0458,3/25/21,Dog
FLRN-FD-21-0538,3/25/21,Dog
AUPA-FD-21-0443,3/25/21,Dog
FLRN-MD-21-0466,3/25/21,Dog
FLRN-FC-20-3421,3/24/21,Cat
FLRN-MC-20-3422,3/24/21,Cat
AUPA-MD-21-0422,3/24/21,Dog
FLRN-MD-21-0490,3/24/21,Dog
FLRN-FD-21-0479,3/24/21,Dog
FLRN-MD-21-0483,3/24/21,Dog
PRCO-FD-21-0482,3/23/21,Dog
FLRN-FD-21-0498,3/23/21,Dog
FRKN-FD-21-0412,3/23/21,Dog
PRCO-MD-21-0532,3/23/21,Dog
PRCO-MD-21-0556,3/23/21,Dog
FRKN-FD-21-0509,3/23/21,Dog
LACS-FD-21-0242,3/23/21,Dog
FLRN-MD-21-0533,3/23/21,Dog
PRCO-FC-21-0559,3/23/21,Cat
FLRN-FC-21-0502,3/23/21,Cat
FRKN-MC-21-0450,3/23/21,Cat
FLRN-MC-21-0501,3/22/21,Cat
FLRN-FD-21-0480,3/21/21,Dog
AUPA-FD-21-0516,3/21/21,Dog
FLRN-MC-21-0236,3/21/21,Cat
FRKN-MC-20-3048,3/21/21,Cat
ASSC-MD-21-0178,3/21/21,Dog
FLRN-FD-21-0138,3/21/21,Dog
AUPA-MD-21-0456,3/21/21,Dog
FLRN-FD-21-0496,3/21/21,Dog
LACS-FD-21-0244,3/20/21,Dog
FLRN-MD-21-0184,3/20/21,Dog
LACS-FD-21-0429,3/20/21,Dog
ASSC-FD-21-0302,3/20/21,Dog
FRKN-MD-21-0504,3/20/21,Dog
FLRN-MD-21-0261,3/20/21,Dog
FLRN-FD-21-0531,3/20/21,Dog
FLRN-FD-21-0539,3/20/21,Dog
FLRN-MD-21-0540,3/20/21,Dog
LACS-FD-21-0245,3/20/21,Dog
FLRN-MD-21-0491,3/20/21,Dog
HERT-MC-21-0522,3/20/21,Cat
HERT-FC-21-0523,3/20/21,Cat
HERT-FC-21-0521,3/20/21,Cat
HERT-FC-21-0524,3/20/21,Cat
HERT-MC-21-0527,3/20/21,Cat
AUPA-MD-21-0426,3/19/21,Dog
LACS-MD-21-0240,3/19/21,Dog
AUPA-MD-21-0437,3/19/21,Dog
HERT-MC-21-0526,3/19/21,Cat
FLRN-FD-21-0465,3/18/21,Dog
FLRN-FD-21-0253,3/18/21,Dog
FLRN-FC-21-0388,3/18/21,Cat
FLRN-FD-21-0462,3/17/21,Dog
FRKN-FD-21-0384,3/17/21,Dog
AUPA-FD-21-0424,3/17/21,Dog
AUPA-MD-21-0421,3/17/21,Dog
FRKN-MD-21-0468,3/16/21,Dog
FLRN-MD-21-0486,3/16/21,Dog
FLRN-FD-21-0254,3/16/21,Dog
FRKN-FC-21-0312,3/16/21,Cat
DPRD-MD-21-0381,3/16/21,Dog
FLRN-FD-21-0114,3/15/21,Dog
FRKN-MD-21-0469,3/15/21,Dog
FRKN-MD-21-0309,3/15/21,Dog
FRKN-MC-21-0453,3/15/21,Cat
AUPA-MD-21-0417,3/14/21,Dog
FLRN-FD-21-0396,3/14/21,Dog
AUPA-FD-21-0440,3/14/21,Dog
AUPA-MD-21-0515,3/14/21,Dog
ASSC-MD-21-0173,3/14/21,Dog
LACS-FD-21-0057,3/14/21,Dog
FRKN-MD-21-0372,3/14/21,Dog
LACS-FD-21-0243,3/14/21,Dog
FLRN-FD-21-0345,3/14/21,Dog
FLRN-MC-21-0411,3/14/21,Cat
FLRN-FC-21-0455,3/14/21,Cat
FLRN-MC-21-0387,3/14/21,Cat
FLRN-MD-21-0464,3/14/21,Dog
FLRN-MD-21-0163,3/13/21,Dog
